,Vectors,DOIs,Topics
121,"[-0.06396294  1.026748    1.2814784   0.05389827 -0.69944024  1.5556818
  1.4522644   0.079123   -2.0499144  -1.1954522   0.51016444 -0.30328944
 -0.39709193 -1.6108762   0.51846397 -0.54456156  1.64312     0.44649014
 -0.3769012   0.16527447 -0.22908854  0.18992428 -0.08896991  1.2428646
  0.30724734  1.2531062  -0.1841893  -0.2563727  -0.69067013 -0.2879908 ]",10.1016/S0002-9440(10)65654-4,"['Animals', 'Capillary Permeability', 'Cell Count', 'Chronic Disease', 'Endothelium, Vascular', 'Evans Blue', 'Female', 'Male', 'Mice', 'Mice, Inbred C3H', 'Mice, Inbred C57BL', 'Neovascularization, Pathologic', 'Pneumonia, Mycoplasma', 'Silver Staining', 'Species Specificity', 'Specific Pathogen-Free Organisms', 'Substance P', 'Trachea', 'Tracheitis', 'Wheat Germ Agglutinins']"
122,"[-0.42216703  1.5934712   2.5066843   0.41929442 -0.9528734   1.6100489
  0.85800165  1.0559639  -1.6944847  -1.0006515   1.4935789  -1.7256155
  0.02249591 -1.6598803  -0.7788096  -0.67246497  2.2627294  -0.258547
 -1.8332831   1.38505     0.45749816  0.26314163 -0.17746009  0.11874448
  0.65613234  0.57656425 -0.38653407  0.39313212 -0.46097013 -0.34697273]",10.1111/j.1469-7793.1998.787ba.x,"['Animals', 'Barium', 'Calcium Channel Blockers', 'Calcium Channels', 'Electric Stimulation', 'Electrophysiology', 'Enkephalin, Ala(2)-MePhe(4)-Gly(5)-', 'Enkephalins', 'Female', 'Immunohistochemistry', 'Male', 'Membrane Potentials', 'Neurons', 'Patch-Clamp Techniques', 'Peptides', 'Rats', 'Rats, Sprague-Dawley', 'Receptors, Opioid, delta', 'Receptors, Opioid, kappa', 'Receptors, Opioid, mu', 'Spider Venoms', 'Supraoptic Nucleus', 'omega-Agatoxin IVA', 'omega-Conotoxin GVIA']"
123,"[ 0.54906493  1.5318346   0.86750954 -0.18652819 -0.63174206  1.5537645
  1.0719142  -0.721586   -2.2955966  -1.0026705   0.86380064 -0.29291782
 -0.5514972  -2.144764   -0.10343266 -0.90858454  1.2617732   0.17534947
 -0.11156125  0.3369631  -0.60908824 -0.02081179 -0.352644    1.3099902
  0.19405943  1.0051444  -0.2804564   0.8169274  -0.6482801  -0.44590947]",10.1111/j.1469-7793.1998.203by.x,"['Animals', 'Barium', 'Calcium', 'Cells, Cultured', 'Electric Stimulation', 'Electrophysiology', 'Fluorescent Antibody Technique', 'Gadolinium', 'Immunohistochemistry', 'Intestine, Small', 'Membrane Potentials', 'Mice', 'Muscle Contraction', 'Patch-Clamp Techniques', 'Potassium Channels', 'Proto-Oncogene Proteins c-kit', 'Sodium']"
124,"[ 0.5708495   1.1528006   0.8406268  -0.43270612 -0.80621886  1.1996281
  0.01466535 -0.17895433 -1.4311105  -0.3956741   0.24288331 -0.5275083
 -0.09621792 -1.2022395  -0.39492244 -1.0473886   0.9558688   0.1563304
 -0.5242301   0.06918298  0.11339765 -0.24231382 -0.26791987  0.851466
  0.544663    0.82035995  0.11944634  0.48387173  0.0458885  -0.5415361 ]",10.1111/j.1469-7793.1998.675bg.x,"['Animals', 'Brain Chemistry', 'Cloning, Molecular', 'DNA, Complementary', 'DNA-Binding Proteins', 'Ether-A-Go-Go Potassium Channels', 'Ganglia, Sympathetic', 'Gene Expression', 'Mammals', 'Molecular Sequence Data', 'Potassium Channels', 'Proto-Oncogene Proteins', 'RNA, Messenger', 'Rats', 'Sciatic Nerve', 'Sequence Homology, Amino Acid', 'Transcription Factors', 'Xenopus laevis', 'ets-Domain Protein Elk-1']"
125,"[ 0.97783816  0.9100675   2.221633    0.34616396 -0.38932958  1.4667678
  0.39066452 -0.9714635  -1.81403    -1.2408868   1.1800689  -0.89413285
  0.12023095 -2.3372478  -0.12623632 -0.6476272   1.7805502   0.9273283
 -0.44099727  0.7660969  -1.1676047  -0.05769257 -0.06501337  0.579927
  0.44294375  1.3264096   0.57717735  0.9558988  -0.21435182  0.07166682]",10.1111/j.1469-7793.1998.341bb.x,"['Adenosine Triphosphate', 'Animals', 'Female', 'Hydrogen-Ion Concentration', 'Intracellular Membranes', 'Isomerism', 'Mice', 'Mice, Knockout', 'Purinergic Agonists', 'Rats', 'Rats, Sprague-Dawley', 'Receptors, Purinergic', 'Sodium-Hydrogen Exchangers', 'Submandibular Gland', 'Tissue Distribution']"
126,"[ 1.485104    1.2754207   1.7818817  -0.6935435  -0.69994986  1.5168606
  0.01440695 -1.3678814  -2.2485616  -0.8609211  -0.17680508  0.7686317
 -0.46598908 -2.3396792   0.26207903 -1.3428069   0.97422373  0.43802568
  0.6757007   0.3130125  -1.199997   -0.49794886  0.04757768  1.7502615
 -0.21289435  1.3249295   0.17181304  0.40570366  0.008376   -0.23417637]",10.1016/S0002-9440(10)65627-1,"['Cell Division', 'Cells, Cultured', 'DNA Primers', 'DNA-Binding Proteins', 'Female', 'Gene Expression Regulation, Enzymologic', 'HeLa Cells', 'Humans', 'Keratinocytes', 'Ki-67 Antigen', 'Polymerase Chain Reaction', 'Precancerous Conditions', 'Proteins', 'RNA', 'RNA, Long Noncoding', 'RNA, Neoplasm', 'RNA, Untranslated', 'Telomerase', 'Up-Regulation', 'Uterine Cervical Neoplasms']"
127,"[ 0.7463149   2.0372562   1.99811    -0.5175622  -1.6799353   1.8091505
  0.05209201 -0.57982045 -1.8694296  -0.6602247   0.5359668  -0.3633592
 -0.5189436  -1.6203258  -0.23027848 -1.2057823   0.87030995  0.75023335
 -1.1248401  -0.03126514  0.18922858  0.11776619 -0.3732494   1.5468959
  0.40478942  1.1310208   0.35546193  0.06987309  0.19981316 -0.68170184]",10.1016/S0002-9440(10)65602-7,"['Animals', 'Blood-Brain Barrier', 'Brain', 'Cell Death', 'Enzyme Induction', 'Ferritins', 'Histocytochemistry', 'Immunoenzyme Techniques', 'Iron', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Microglia', 'NADPH Dehydrogenase', 'Nitric Oxide Synthase', 'Oxidative Stress', 'Rats', 'Rats, Inbred F344', 'Thiamine Deficiency', 'Time Factors', 'Tyrosine']"
128,"[ 1.1562718   0.8745568   0.5391975   0.2736714  -0.3459737   1.8068995
  0.24488577 -1.1810684  -2.660749   -0.09397149  0.29207796 -0.7805706
  0.04774059 -2.3374226   0.86497843 -0.72697794  0.5911112   1.4598998
  0.70852363 -1.1362815  -0.35935193 -0.16526806 -0.69775087  2.2170994
  0.36181745  1.9157512   0.5151459  -0.35291067 -0.43924522 -1.6095392 ]",10.1016/S0002-9440(10)65619-2,"['Animals', 'DNA Primers', 'Disease Models, Animal', 'Fibroblast Growth Factor 2', 'Humans', 'Immunoenzyme Techniques', 'Infant, Newborn', 'Mice', 'Mice, Knockout', 'Mice, Transgenic', 'Polymerase Chain Reaction', 'Recombinant Fusion Proteins', 'Retina', 'Retinal Neovascularization', 'Retinal Vessels', 'Retinopathy of Prematurity', 'Rhodopsin']"
129,"[-0.33896145  0.8691765   1.4247812  -0.40164518 -0.18001872  2.6395614
  1.7511834   0.45063385 -2.6170275  -1.1112195  -0.07096101  0.43873593
  0.48931485 -1.171441    0.5162889  -0.26762363  2.5550277  -0.3098044
 -1.093471    1.1059194  -0.11522676  0.48705864 -0.65388954  2.3189304
  0.66094077  1.2018303  -0.19323845 -0.28359634 -0.41967428 -0.94147754]",10.1016/S0002-9440(10)65656-8,"['Animals', 'Antigens, Viral', 'CD4 Lymphocyte Count', 'CD4-Positive T-Lymphocytes', 'Cytotoxicity, Immunologic', 'DNA Primers', 'Genes, Viral', 'In Situ Hybridization', 'Lung', 'Macaca fascicularis', 'Macaca mulatta', 'Macaca nemestrina', 'Macrophages', 'Membrane Proteins', 'Pneumonia, Viral', 'Proteins', 'RNA, Viral', 'RNA-Binding Proteins', 'Simian Acquired Immunodeficiency Syndrome', 'Simian Immunodeficiency Virus', 'T-Lymphocytes, Cytotoxic', 'Viral Load', 'Virus Replication']"
130,"[-0.4009776  -0.16751882  0.6535588  -0.22774689 -0.8679895   4.634899
  4.0866256   0.3217916  -4.3236074  -4.033697    0.48937455  4.065116
 -2.2004328  -0.748001    3.9708543  -0.08663465  2.4523103  -0.09505582
  1.8038576   1.6023169   1.0085886   1.8802882  -0.32287803  3.188664
  0.5872226   1.1061268  -0.2107939  -1.293617   -1.6563596  -0.37369457]",10.1016/S0002-9440(10)65604-0,"['Animals', 'B-Lymphocytes', 'CD8-Positive T-Lymphocytes', 'Cyclosporine', 'Drug Therapy, Combination', 'Endothelium, Vascular', 'Enzyme-Linked Immunosorbent Assay', 'Flow Cytometry', 'Genes, MHC Class II', 'Graft Rejection', 'Humans', 'Immunosuppressive Agents', 'Keratinocytes', 'Mice', 'Mice, SCID', 'Microcirculation', 'Polyenes', 'Sirolimus', 'Skin', 'Skin Transplantation', 'T-Lymphocytes', 'Transplantation, Homologous', 'Vascular Cell Adhesion Molecule-1']"
131,"[ 0.78686476  1.8573103   1.529542    0.5308115  -2.958377    4.8599625
 -0.3145253   2.245878   -2.8186235  -0.65593195  2.9407606  -1.7019073
 -0.8024353  -1.9959738  -0.9992438  -0.92469984  0.7989919  -1.1496402
 -1.4546658   1.865635    2.5013757   0.74092346 -1.9168452   0.60495317
  3.5664551  -0.9180078  -1.3450629   0.6036918  -0.08310197 -1.675058  ]",10.1111/j.1469-7793.1998.351be.x,"['8-Bromo Cyclic Adenosine Monophosphate', 'Animals', 'Blotting, Northern', 'Calcium Channels', 'Cell Hypoxia', 'Colforsin', 'Cyclic AMP-Dependent Protein Kinases', 'Down-Regulation', 'Electric Stimulation', 'Electrophysiology', 'Membrane Potentials', 'PC12 Cells', 'Patch-Clamp Techniques', 'RNA, Messenger', 'Radioligand Assay', 'Rats', 'Receptor, Adenosine A2A', 'Receptors, Purinergic P1', 'Reverse Transcriptase Polymerase Chain Reaction']"
132,"[ 0.1078838   1.2044824   1.5003847  -0.5289241  -0.5729861   2.2437534
  1.3543671   0.3938733  -2.247876   -0.8868267   0.56452525 -0.04019703
 -0.63642836 -1.8261361  -0.29090947 -0.33666563  2.1386101   0.06255059
 -0.6159533   0.76582444 -0.2463873   0.30374205 -0.2298291   1.1973218
  0.7210986   1.0669034   0.20547667 -0.1539019  -0.3537136  -0.13461046]",10.1016/S0002-9440(10)65625-8,"['Acute Disease', 'Animals', 'Basement Membrane', 'Bronchoalveolar Lavage Fluid', 'Collagenases', 'Gelatinases', 'Hyperoxia', 'Immunoenzyme Techniques', 'In Situ Hybridization', 'Lung', 'Male', 'Matrix Metalloproteinase 2', 'Matrix Metalloproteinase 9', 'Metalloendopeptidases', 'NF-kappa B', 'RNA, Messenger', 'Rats', 'Rats, Sprague-Dawley', 'Specific Pathogen-Free Organisms', 'Tissue Inhibitor of Metalloproteinase-1', 'Tissue Inhibitor of Metalloproteinase-2', 'Up-Regulation']"
133,"[-0.20139655  0.58995044  2.7301302   0.5980976   0.1194248   1.6735584
  0.77020156  1.1153743  -2.902254   -0.9134708   1.3139381  -1.3976244
  0.56968755 -2.2494352  -0.45857933  0.1441507   2.8290985   1.0607777
 -0.23276639  1.0734582   1.3750944   0.4817414   0.18950239  1.062225
 -0.28402862  0.96501476  0.23286934 -1.2096153   0.22424164 -0.44702083]",10.1016/S0002-9440(10)65669-6,"['Animals', 'Antibodies, Blocking', 'Antibodies, Monoclonal', 'Ascites', 'Cystadenocarcinoma', 'Endothelial Growth Factors', 'Female', 'Humans', 'Immunocompromised Host', 'Immunotherapy', 'Lymphokines', 'Mice', 'Mice, Inbred BALB C', 'Mice, Nude', 'Ovarian Neoplasms', 'Proto-Oncogene Proteins', 'Receptor Protein-Tyrosine Kinases', 'Vascular Endothelial Growth Factor A', 'Vascular Endothelial Growth Factor Receptor-1', 'Vascular Endothelial Growth Factors']"
134,"[ 1.369315    1.7742267  -0.81640714 -2.0866833  -2.0180433   0.9724657
 -0.68596965 -0.7536531  -1.7843437  -0.11092012 -0.95802647 -0.85150087
 -0.47722417 -0.79187226 -1.6573085  -2.1069968   1.1720933  -0.49390233
 -1.474053   -0.6903708   0.10262741 -2.0090532  -0.42924055  1.5464538
  0.38561797  0.9619314   1.3651755   1.3723744   0.8191356  -1.1327629 ]",10.1083/jcb.145.6.1251,"['Actin Depolymerizing Factors', 'Actins', 'Amino Acid Sequence', 'Antibodies', 'Binding Sites', 'Cloning, Molecular', 'Cytoskeleton', 'Fungal Proteins', 'Genes, Lethal', 'Kinetics', 'Microfilament Proteins', 'Models, Molecular', 'Molecular Sequence Data', 'Mutation', 'Polymers', 'Protein Binding', 'Saccharomyces cerevisiae', 'Thermodynamics']"
135,"[ 0.6690441   1.2656679   1.34195    -0.42249343 -0.8805424   1.6324409
  0.4293244  -0.60579187 -2.0951295  -0.93900675  0.23473127 -0.34276456
 -0.2441812  -1.5482203  -0.672003   -1.439265    1.4741833  -0.38671032
 -0.91256475  0.5538203  -0.36771968 -0.28416413 -0.11904774  1.3110689
  0.2444615   0.7942918  -0.09689171  0.47169316 -0.10770342 -0.2247642 ]",10.1016/S0002-9440(10)65650-7,"['Alleles', 'DNA', 'DNA Primers', 'DNA Probes', 'Genes', 'Genotype', 'Hemochromatosis', 'Heteroduplex Analysis', 'Humans', 'In Situ Hybridization, Fluorescence', 'Point Mutation', 'Polymerase Chain Reaction', 'Polymorphism, Genetic']"
136,"[ 0.26753014  0.95701545  0.8629018   0.0444268  -0.46647704  0.74129534
  0.84518796 -1.2962111  -1.3555038  -0.6011674   0.54159975 -0.3090925
  0.35877088 -1.4918423  -0.36776167 -1.2669094   1.6988014  -0.07220877
 -1.314581   -0.19906397 -1.2140509  -1.0391669  -0.10634054  0.79861826
 -0.19175893 -0.19595185  0.03329851  0.64955187 -0.896324   -0.9367829 ]",10.1083/jcb.145.6.1219,"['Amino Acid Substitution', 'Animals', 'Arachidonic Acid', 'Bacillus thuringiensis Toxins', 'Bacterial Proteins', 'Bacterial Toxins', 'Binding Sites', 'Calcimycin', 'Calcium', 'Cell Line', 'Cytosol', 'Egtazic Acid', 'Endotoxins', 'Enzyme Activation', 'Green Fluorescent Proteins', 'Hemolysin Proteins', 'Insecta', 'Luminescent Proteins', 'Nuclear Envelope', 'Okadaic Acid', 'Peptide Fragments', 'Phospholipases A', 'Phospholipases A2', 'Phosphorylation', 'Recombinant Fusion Proteins']"
137,"[-0.06267662  0.8211936   1.3594751  -0.27596322 -0.29487985  1.3686558
  1.4514287  -0.34526634 -2.3817708  -1.4123969   0.5183963   0.50915325
 -0.45806193 -1.3591934   0.5593845  -1.0815414   1.7870398   0.093602
 -0.32736167  0.8127607  -0.20409532  0.5653237  -0.04871259  1.3652819
 -0.03366595  0.81714386 -0.17977674 -0.08826635 -0.44593135 -0.27502584]",10.1084/jem.189.12.1953,"['Animals', 'Cells, Cultured', 'DNA, Viral', 'Disease Models, Animal', 'Herpesvirus 6, Human', 'Humans', 'Immunohistochemistry', 'Immunosuppressive Agents', 'Mice', 'Mice, SCID', 'Microscopy, Electron', 'T-Lymphocyte Subsets', 'Thymus Gland', 'Tissue Transplantation', 'Tropism', 'Virus Replication']"
138,"[ 1.1353003   2.2170618   1.0661309  -0.3730942  -1.5937034   1.9160955
 -1.0886377   0.44854712 -1.7253231  -0.1901036   0.5981951  -1.4439968
 -0.00886593 -1.6227376  -1.0931681  -1.360963    0.6926146   0.03384593
 -0.8883174   0.06354923  0.8012351   0.3274752  -0.0815783   1.1529752
  0.9944554   1.04767    -0.09729743  0.2284076   0.19934118 -0.75452626]",10.1083/jcb.145.6.1265,"['Actins', 'Animals', 'Axons', 'Calcium', 'Cells, Cultured', 'Central Nervous System', 'Chelating Agents', 'Grasshoppers', 'Growth Cones', 'Hydrogen-Ion Concentration', 'Neurons', 'Osmolar Concentration', 'Photolysis', 'Pseudopodia', 'Signal Transduction', 'Time Factors']"
139,"[-1.6467998  -0.05249571  3.863768    0.3752556   0.21742433  1.744017
  3.689095    0.47104084 -1.6204985  -1.7488672   0.44579947  0.21822171
  0.3048426  -1.6781828  -0.7914926  -0.49694878  4.545916   -0.07536469
 -2.208235    2.2554228  -0.22637829  0.27721357 -0.72732866  0.04145183
 -0.5806868   0.0423384  -0.28113806 -0.97541356 -1.4052857  -0.2669342 ]",10.1084/jem.189.12.1863,"['Cell Division', 'Genotype', 'Haplotypes', 'Humans', 'Hypersensitivity, Delayed', 'Interleukin 1 Receptor Antagonist Protein', 'Interleukin-1', 'Interleukin-10', 'Interleukin-4', 'Interleukin-6', 'Leukocytes', 'Mycobacterium tuberculosis', 'Polymorphism, Genetic', 'RNA, Messenger', 'Receptors, Interleukin-1', 'Sialoglycoproteins', 'Tuberculin', 'Tuberculosis']"
140,"[ 0.21825664  1.7898209   0.87110513  0.05391187 -1.6387408   0.48076293
  0.10089552 -0.954603   -1.8823353  -1.2346588   0.23166573 -1.5649757
 -0.4399094  -1.3486805  -0.8764337  -1.5257921   0.7172151  -0.53898674
 -0.9690289  -1.0656093  -0.7274805  -0.24754637 -0.0169887   1.2785392
 -0.19464529  0.44710484 -0.36774057  0.8922504  -0.5633447  -0.9216587 ]",10.1083/jcb.146.1.45,"['Amino Acid Sequence', 'Antibodies', 'Arabidopsis Proteins', 'Biological Transport', 'Blotting, Western', 'Chloroplast Proteins', 'Chloroplasts', 'Cloning, Molecular', 'Hydrogen-Ion Concentration', 'Intracellular Membranes', 'Membrane Proteins', 'Molecular Sequence Data', 'Molecular Weight', 'Peas', 'Plant Proteins', 'SEC Translocation Channels', 'Signal Recognition Particle', 'Zea mays']"
141,"[ 0.4502245   1.5031569   0.83061296 -0.4259501  -1.0979381   0.9579202
  0.57092893 -0.90027726 -1.3408473  -0.8173372  -0.1261226  -0.51836
 -0.32205307 -0.993977   -0.8040576  -1.5937121   1.5844331  -0.10512955
 -0.94935656 -0.02669482 -0.5028521  -0.438367   -0.4064159   0.9952387
 -0.38066116  0.67625475  0.1449023   0.49442258 -0.04773585 -0.4235261 ]",10.1083/jcb.146.3.559,"['Amino Acid Sequence', 'Animals', 'Autoantigens', 'Biological Transport', 'Catalysis', 'Cell Line', 'Cell Nucleolus', 'Endoribonucleases', 'Holoenzymes', 'Humans', 'Mice', 'Molecular Sequence Data', 'Molecular Weight', 'Organelles', 'Protein Sorting Signals', 'RNA Precursors', 'RNA Processing, Post-Transcriptional', 'RNA, Catalytic', 'RNA, Transfer, Ser', 'Ribonuclease P', 'Ribonucleoproteins', 'Sequence Deletion', 'Transfection']"
142,"[ 1.3274336   1.7705891   0.09802018 -0.5864529  -1.4364825   1.038775
 -0.5695066  -1.2530972  -1.5462133  -0.2292609  -0.20759487 -0.42329067
  0.02497783 -1.4438868  -0.79057443 -1.8780273   0.64464194  0.27114585
 -0.6367701  -0.78011656 -0.5722181  -0.86143285 -0.50344896  1.4072485
  0.10713384  1.0735384   0.3235023   0.90655917 -0.49319023 -1.498542  ]",10.1083/jcb.146.1.13,"['Animals', 'Apoptosis', 'Brain', 'Cell Cycle', 'Chromosome Segregation', 'Cloning, Molecular', 'Drosophila melanogaster', 'Epitopes', 'Genes, Essential', 'Genes, Insect', 'Kinetochores', 'Male', 'Meiosis', 'Mitosis', 'Molecular Sequence Data', 'Mutagenesis, Insertional', 'Mutation', 'Neurons', 'Phosphorylation', 'Protein Kinases', 'Protein Serine-Threonine Kinases', 'Spermatogenesis', 'Spindle Apparatus']"
143,"[ 0.45265958  1.4832481   0.2199548  -0.66472316 -1.4230369   1.3927251
  0.13813609 -0.842218   -1.0292681   0.12469534 -0.8227466  -1.220391
 -0.43783042 -1.4534789  -1.3818338  -2.1642659   0.8136323  -0.34081727
 -1.7497325  -1.7210753  -0.7436543  -1.1788657  -0.6761166   1.7139994
  0.61129475  0.41258293  0.21970549  0.6152735  -0.5746327  -1.8439654 ]",10.1083/jcb.146.1.99,"['Amino Acid Sequence', 'Base Sequence', 'Biological Transport', 'Carrier Proteins', 'Cloning, Molecular', 'Conserved Sequence', 'Cytosol', 'Fungal Proteins', 'Gene Deletion', 'Genes, Fungal', 'Genetic Complementation Test', 'Intracellular Membranes', 'Ligases', 'Membrane Proteins', 'Membrane Transport Proteins', 'Methanol', 'Microbodies', 'Molecular Sequence Data', 'Oleic Acid', 'Phenotype', 'Pichia', 'Protein Sorting Signals', 'Recombinant Fusion Proteins', 'Ubiquitins']"
144,"[ 0.08669001  0.97470236  1.7343013   0.53112376 -0.7127965   1.0889918
  0.8571236  -0.41322657 -2.6647608  -1.6251423   0.9926557  -0.15448546
 -0.199966   -1.6449004  -0.1968529  -0.4830482   1.4464676  -0.12131105
 -0.38758543  0.28442186 -0.05707065 -0.25961757 -0.13958025  0.85189885
 -0.09326614 -0.03920553  0.5556279  -0.18795137  0.35223928  0.00606355]",10.1083/jcb.146.1.233,"['Actins', 'Animals', 'Aorta', 'Binding, Competitive', 'Cell Line', 'Cell Movement', 'Cytoskeleton', 'Endothelial Growth Factors', 'Endothelium, Vascular', 'Ganglia, Spinal', 'Glycoproteins', 'Humans', 'In Vitro Techniques', 'Lymphokines', 'Neovascularization, Physiologic', 'Nerve Tissue Proteins', 'Neuropilin-1', 'Pseudopodia', 'Rats', 'Rats, Inbred Lew', 'Receptor Protein-Tyrosine Kinases', 'Receptors, Growth Factor', 'Receptors, Vascular Endothelial Growth Factor', 'Semaphorin-3A', 'Swine', 'Vascular Endothelial Growth Factor A', 'Vascular Endothelial Growth Factors']"
145,"[ 0.86364365  1.5361278   0.74916786 -0.3830632  -1.3115166   1.2102542
 -0.26937458 -0.8314407  -1.5323554  -0.7048159  -0.17192088 -0.34863153
 -0.08010749 -0.85459805 -0.8026831  -1.6326394   1.0436491  -0.2411849
 -1.0402447  -0.10236213 -0.3499163  -0.5104734   0.06172857  1.0174772
 -0.22857429  0.8455259   0.25877     0.65400493 -0.07213833 -0.5567141 ]",10.1083/jcb.146.3.609,"['3T3 Cells', 'Adaptor Protein Complex gamma Subunits', 'Adipocytes', 'Adiponectin', 'Animals', 'Blood Proteins', 'Coatomer Protein', 'Collagen', 'Endoplasmic Reticulum', 'Exocytosis', 'Fluorescent Antibody Technique', 'Glucose Transporter Type 4', 'Golgi Apparatus', 'Insulin', 'Intercellular Signaling Peptides and Proteins', 'Membrane Glycoproteins', 'Membrane Proteins', 'Mice', 'Microtubule-Associated Proteins', 'Monosaccharide Transport Proteins', 'Muscle Proteins', 'Phosphatidylinositol 3-Kinases', 'Phosphoinositide-3 Kinase Inhibitors', 'Proteins', 'Receptors, Transferrin']"
